prompt,completion,item,response,target,type,confidence_1,confidence_10,confidence_11,confidence_12,confidence_13,confidence_14,confidence_15,confidence_16,confidence_17,confidence_18,confidence_19,confidence_2,confidence_20,confidence_3,confidence_4,confidence_5,confidence_6,confidence_7,confidence_8,confidence_9,score_1,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_2,score_20,score_3,score_4,score_5,score_6,score_7,score_8,score_9
"AUT Prompt:box
Response:stage
Score:
",23,box,stage,2.3,uses,0.1336892101600894,0.797108809650227,0.840511341587889,0.8703414364610268,0.8966664027903756,0.9147592699130703,0.9307261691077231,0.9448169081908846,0.9557907868229056,0.9654752007250035,0.9740216659969521,0.2516695240353493,0.9806776598432382,0.34355268486841184,0.42463928970327175,0.4961979673111367,0.5593482786531272,0.6224985899951176,0.6856489013371081,0.7413788554936676,2.8,2.691190090682592,2.7123003175976277,2.735870546373249,2.717202209217972,2.7326850328180043,2.7424174989216454,2.731345288869743,2.7413187176833467,2.7318766107612924,2.7245773844580037,2.846879062662624,2.7311977115975186,2.7808512607561013,2.727221566682772,2.723295836545687,2.7545356825211513,2.71856927377277,2.762910481337693,2.72059611657434
"AUT Prompt:box
Response:you could use it as a stepper in exercise
Score:
",22,box,you could use it as a stepper in exercise,2.2,uses,0.1588445862089075,0.8111319903526457,0.8512941913254781,0.8825725448929911,0.9101755950342671,0.9316728720994522,0.9506441525234808,0.9654190005735815,0.976925663804761,0.983084736803369,0.9863814510149568,0.25518869787397647,0.9892907910953895,0.3402120780006642,0.425235458127352,0.5102588382540397,0.5764751132760819,0.642691388298124,0.7011270459057659,0.7595627035134078,2.8,2.6664080833503476,2.6396861868450583,2.655999699295886,2.6361050847938956,2.6168129242065414,2.6025080352945418,2.6147129148263297,2.622784529687034,2.628280326656412,2.6251777997971764,2.6867377993605563,2.6218688385695694,2.7400347700565404,2.632057928853438,2.626716182142481,2.6006746398053284,2.6624229277097657,2.6905583966347417,2.691284770242829
"AUT Prompt:spoon
Response:It's a cleaning device that scoops up tiny stuff easily
Score:
",30,spoon,It's a cleaning device that scoops up tiny stuff easily,3.0,uses,0.17177831495710094,0.8208355365093871,0.8546606956538593,0.8779083648872534,0.9011560341206476,0.9216720302114291,0.9376499040324195,0.9486313254074613,0.9596127467825031,0.9693038171319537,0.9759643858831402,0.2759671400712379,0.9811516420422651,0.38015596518537487,0.47210228063252885,0.5437101431033028,0.6069038599344645,0.6700975767656262,0.7332912935967879,0.7825066097500892,2.2,2.2481327022047513,2.2660163879034525,2.245731701795437,2.231653129813285,2.2465302241880503,2.2355131288957586,2.244362881420721,2.255298807309509,2.2467475556122207,2.2525706641704493,2.0489837230805934,2.2475345129446973,2.145186273710933,2.175337688556572,2.2576071357167993,2.2307838553541863,2.2561723501063096,2.2427136995595847,2.265185021864497
"AUT Prompt:box
Response:work hat
Score:
",23,box,work hat,2.3,uses,0.139067187406061,0.8062394912481708,0.8460829115102042,0.8771129984105188,0.9081430853108334,0.9323093412875723,0.9511300403661604,0.9657876111492443,0.9787228719647302,0.9848330565249472,0.9909432410851643,0.26179356181569813,0.9938294879024854,0.35737295830943794,0.45295235480317775,0.5273896636379947,0.5930803581214534,0.6587710526049122,0.7099310169091343,0.7610909812133564,2.0,1.8452582592324773,1.8195811610682244,1.8401149429677868,1.8182430346443514,1.8359147586195241,1.8510342667709818,1.8639188546281498,1.876290542372135,1.882641927188783,1.8895315892417262,1.9062418696942318,1.8872386576429336,1.7975924830155594,1.8825061990169478,1.8144038727347405,1.8017322848990778,1.8115312498425993,1.7962876121744058,1.8301467806796856
"AUT Prompt:rope
Response:lasso something
Score:
",10,rope,lasso something,1.0,uses,0.1902459253148605,0.9523838989589721,0.970079526526544,0.9856958630442166,0.9914407921954832,0.9949252678636032,0.9965712176230631,0.9978530845846266,0.9988514035780857,0.9993229760795618,0.9996470830308737,0.380491850629721,0.9998001803141843,0.5286555262410784,0.65940951104365,0.7492753229576552,0.811039132015997,0.8591408348761063,0.8966024787306275,0.9296622633979696,1.2,1.4659630514813393,1.4592873659468826,1.4710224438648734,1.4758259756193421,1.478011988248509,1.4796999167099845,1.4808821571517068,1.4821006251775015,1.4827225313277204,1.4830847765643524,1.3499999999999999,1.4833170585785924,1.3359867467323332,1.4279957045193192,1.4246379845469035,1.4456078814026694,1.45425200994509,1.4352725542549212,1.4553548663881806
"AUT Prompt:box
Response:friend
Score:
",16,box,friend,1.6,uses,0.14477173765812748,0.7189320686953721,0.751235003243409,0.7763925539649245,0.80155010468644,0.8237515652747922,0.8459530258631445,0.8632435442127855,0.8805340625624265,0.8939999317928374,0.9058835196792843,0.25752005776321885,0.9163707491806654,0.34532853775104944,0.42281924936097137,0.4912045623358036,0.5595898753106359,0.6128484106060184,0.6543261995992983,0.6866291341473352,2.8,2.923817822049172,2.9614934567364597,2.9951443217574534,3.0172670092514204,3.032972622537049,3.016360687473133,3.000009219175096,3.0058999578995946,2.995267343528175,3.009759480021461,2.8437823449887385,3.0268142521857255,2.8072220617153976,2.769244166792519,2.8292138306115007,2.8500849474073897,2.8978743676475505,2.936043158598386,2.9437566196985707
"AUT Prompt:brick
Response:for home decorative accents
Score:
",23,brick,for home decorative accents,2.3,uses,0.1948814995022516,0.8289331781272057,0.8627985048012479,0.8926845506961056,0.9132249096250963,0.9313517127579064,0.9438100702098414,0.9562684276617764,0.9672628895244008,0.9769654680637512,0.9828503794261371,0.2991940493177497,0.987433553003469,0.39124955143062806,0.48330505354350645,0.5549979506750475,0.6266908478065886,0.6899596074624895,0.7457940918891913,0.7950678514531635,2.2,2.3087913306971535,2.296671097259127,2.3168698508534926,2.3367333149939196,2.324340639605136,2.31477929364158,2.3237064151969307,2.3143436981259446,2.3221463198388457,2.316624879883183,2.2697290270667896,2.3216533663162755,2.3239085397534547,2.3193546609647817,2.3814429205814056,2.3149263476347866,2.295217768632261,2.31803553956382,2.292128086975949
"AUT Prompt:table
Response:storing stuff on
Score:
",17,table,storing stuff on,1.7,uses,0.2718267674386229,0.9912383982220343,0.9962170786368639,0.9985688407416162,0.999332346111564,0.9997954355272924,0.9998581078896028,0.9999134160552194,0.9999622253400637,0.9999745662599153,0.9999841773779595,0.4835256667795911,0.9999926591598639,0.6483969353616916,0.7617111793074112,0.839590844305609,0.893116703094703,0.9299044519785269,0.9623695264215613,0.9777049417206979,1.2,1.3227420036290982,1.3256269000462206,1.3276861647037868,1.3284290275135533,1.3287864069715356,1.3288535519852978,1.3289183315558766,1.3289852555996096,1.3290034097363983,1.3290156256279486,1.3313470497342605,1.3290297986570196,1.2470937082218578,1.2549641932766564,1.268417579669524,1.3002761323836107,1.316089521849007,1.3087998454611094,1.3133673536268828
"AUT Prompt:bottle
Response:jewish wedding
Score:
",30,bottle,jewish wedding,3.0,uses,0.0744921223094745,0.6235479476795378,0.6587355347012263,0.6939231217229147,0.7291107087446032,0.7642982957662916,0.7953512323223576,0.8227553526492418,0.8469394039557727,0.8682817543257332,0.8849031918442988,0.148984244618949,0.8995715589709363,0.21472331182401305,0.2804623790290771,0.3462014462341412,0.41194051343920524,0.46995503662647486,0.5211526736441625,0.5723503106618502,2.4,2.3078953228764894,2.275423460578222,2.236103138710276,2.2681434424664526,2.260402273806666,2.2892784235316515,2.319612499858795,2.2990642226902964,2.276965239785084,2.2999379175167323,2.3,2.3129836882871997,2.2081528689456733,2.2765604686686878,2.186067950460374,2.2042496694638425,2.2777932399569143,2.2406791232206413,2.28176609930143
"AUT Prompt:book
Response:use as a pillow
Score:
",35,book,use as a pillow,3.5,uses,0.13222923946989174,0.8077576352399259,0.8506861840907444,0.8885704954840431,0.9115484918661795,0.9294437770210559,0.9473390621759322,0.961275924267836,0.9708545801635898,0.9793077143225162,0.9851174628021281,0.23520947471397974,0.9891104406446375,0.33818970995806774,0.4290694485884084,0.5092705364373816,0.5717312064573405,0.6341918764772995,0.6966525464972584,0.7591132165172173,2.5,2.370927700454752,2.3471630700043544,2.3707333399065322,2.3865956743495684,2.373376127689123,2.3568780062915318,2.3691018378224378,2.376313033127463,2.3696120972292,2.3638937919301877,2.3686529502657394,2.368076488787187,2.3781982630318867,2.4675386524154654,2.441154282578426,2.3711092585816425,2.344408087267869,2.3762898470268787,2.394696964359227
"AUT Prompt:spoon
Response:nails
Score:
",41,spoon,nails,4.1,uses,0.12532433776346652,0.788919971426076,0.8248259953586358,0.8565129502632481,0.8844765898189063,0.9062546942023795,0.9280327985858526,0.9430006592345762,0.9562097498953926,0.9694188405562091,0.979706090706514,0.23592267765819136,0.9859456233268075,0.33352537004628435,0.4196594437626935,0.49567249702441774,0.5627537810838873,0.6298350651433569,0.6890340905472361,0.7482331159511153,1.5,1.6545182272737018,1.6826171040185653,1.6980583101309252,1.723412523705697,1.7060282789074501,1.722313682401984,1.7124359539117961,1.726078173121095,1.7407111987859705,1.7497340260739684,1.7343953133131218,1.7576463035300331,1.7535938350118696,1.6399700552957965,1.603169835989863,1.638552536593015,1.6024946221752445,1.6538298703524577,1.6574827782759876
"AUT Prompt:paperclip
Response:for decoration
Score:
",20,paperclip,for decoration,2.0,uses,0.2049430178888493,0.9396391583587606,0.9612399913635301,0.9803026595834864,0.9857642054694582,0.990584002797152,0.992860713845745,0.9951374248943381,0.9969105292418097,0.9984752883364126,0.9996939239446075,0.38580459638209813,0.9998588484057745,0.5454143791989509,0.6308473310118097,0.7162802828246685,0.8017132346375273,0.8420689035758566,0.8824245725141859,0.918038325353991,1.5,1.802004357626472,1.7884762109471115,1.7789774506901694,1.782418175287857,1.785909649964798,1.7880057341086417,1.7862029063621223,1.7880060451408355,1.7892785602851466,1.7884383237113217,1.640637187987873,1.7886216733019247,1.745800936075979,1.7666834547935897,1.7587299140963228,1.8057529696686927,1.7958923766794874,1.7777871445881306,1.7902868504038123
"AUT Prompt:spoon
Response:a wire
Score:
",36,spoon,a wire,3.6,uses,0.15142321714997853,0.901538326649668,0.9220312285819692,0.9401161510621948,0.9560760391344765,0.9670450990972596,0.9767252605386804,0.9842641778495165,0.9918030951603526,0.994945783456737,0.9968519202624142,0.30284643429995706,0.9985340800893269,0.4542696514499356,0.5879001582011348,0.6689511576186733,0.7320737394337722,0.7877792223687397,0.8369391385158275,0.8752249197069041,2.0,2.1379777467178394,2.1504691532594546,2.1591167342063278,2.1698150728015766,2.1633517385609164,2.1557862865710873,2.1492314385989673,2.142016117978006,2.144410325898163,2.1460463471920113,2.1,2.1441156838691793,2.2333333333333334,2.248486757474839,2.194147513862097,2.2118970105291016,2.203984543643062,2.162634080339709,2.1511454324426937
"AUT Prompt:spoon
Response:you can use the spoon to dig out dirt in your backyard
Score:
",24,spoon,you can use the spoon to dig out dirt in your backyard,2.4,uses,0.1219933309606491,0.8181644183918753,0.8531160928970539,0.8803364843713439,0.904358395534545,0.9255576577302322,0.9467569199259195,0.9632669202734566,0.9778369444418288,0.9839106341434211,0.9899843238450133,0.2439866619212982,0.9932353356710687,0.36597999288194727,0.44982470133520014,0.5238173968433043,0.5978100923514085,0.6631084169511955,0.7284067415509825,0.7732855799714289,2.0,2.0120122054324217,1.9951323029005954,1.9767305502167698,1.9959423080282077,1.980002227647757,1.9983631684659504,1.9846795508606743,1.9938479851954714,1.9994416702003976,2.005580232879798,1.9,2.009489752254235,2.0,2.055918255403302,1.9773910998576114,1.992566760374039,1.9834514268757166,1.9580413060948565,1.983691070329453
"AUT Prompt:box
Response:put a brick into it
Score:
",10,box,put a brick into it,1.0,uses,0.21086948318487794,0.9462091466094461,0.9684346243983455,0.9819150621482058,0.9891306205152574,0.9940897964214224,0.9961570885056074,0.9975779161911971,0.9982490676670781,0.9989202191429591,0.9994429124379348,0.39696114894514717,0.9996608033551835,0.541889483962307,0.6414971648518586,0.7411048457414102,0.7944209953058153,0.8477371448702204,0.8843807628522521,0.9210243808342837,1.5,1.467632470820013,1.4569003523767723,1.4671021599748884,1.4717190540537544,1.4758510659961956,1.477768921922654,1.4792248625496756,1.4799783918160625,1.480798096220126,1.4814880185571033,1.3593628120121268,1.4818190007936574,1.3702312273794037,1.4369630433639256,1.418554620864127,1.4374433259926245,1.4476668911584476,1.4705523770140452,1.4558096839559778
"AUT Prompt:brick
Response:place under tires on a hill
Score:
",17,brick,place under tires on a hill,1.7,uses,0.20654045041029923,0.8783847933165569,0.9063370036726524,0.9281062069865561,0.945060079574265,0.9600218196197319,0.9703048631450388,0.9805879066703458,0.9860920232372246,0.9898749435428561,0.9936578638484876,0.31709358694387163,0.9956827151752535,0.42764672347744404,0.5381998600110164,0.6242987293143625,0.6834735591025775,0.7426483888907924,0.8018232186790074,0.8424934447667282,1.8,1.8606056924338603,1.8803251611448981,1.8925143989056157,1.8818850073541769,1.8712579715801614,1.8789809937782287,1.8886393614413297,1.893168171559622,1.8970158945401951,1.901215026979174,1.8697290270667892,1.8995856511893996,1.8775545307359782,1.943788955225512,1.8825847184393925,1.858118662084033,1.8455196380302166,1.8643003764189288,1.8418869067369181
"AUT Prompt:knife
Response:shaving the body
Score:
",13,knife,shaving the body,1.3,uses,0.32002572365413756,0.9905203189936577,0.9971622416548431,0.9981808134843358,0.9987260156968393,0.9991506196068692,0.9994424452636004,0.9995986482815008,0.9997548512994012,0.9998199664049231,0.9998774302838576,0.5399759724589488,0.99992218319777,0.6911454203299023,0.7950425715220741,0.8759577542294257,0.94736515234073,0.967823714430924,0.9763521119435604,0.9838783963324722,1.2,1.2433445260731575,1.2483844753703195,1.2493555306669166,1.2499290750426835,1.2502903253201256,1.2506260272732033,1.2508212616158685,1.251047683215242,1.2511485615702906,1.2512260813076213,1.240733340004593,1.2513043501268861,1.1880794049249765,1.1765690788390573,1.2064454877783979,1.2210346080097028,1.2311593270726668,1.2361281281032939,1.238911605410275
"AUT Prompt:brick
Response:display item
Score:
",17,brick,display item,1.7,uses,0.20704243639264958,0.9567393751510964,0.9717374789391594,0.9808342887241718,0.9888621951828465,0.9959467977668657,0.9975275862760259,0.9987587056048302,0.999211609095526,0.9995643306887357,0.9998756065578559,0.3682872479842566,0.9999296981931339,0.49386483351800126,0.604686663785583,0.7024865857354796,0.7887947139292786,0.8649613697281804,0.9057304427166148,0.9374814286851029,1.5,1.5648996967344568,1.557724287682339,1.562753658150619,1.5581850400469863,1.5634618923787889,1.5647875598051295,1.5659403488673935,1.566454373694547,1.5668190864486666,1.5672029936648548,1.6313470497342606,1.5672750919030574,1.5725212294809043,1.5042487059789764,1.5315011285384819,1.5389961196620676,1.5179506304406305,1.5396488145854066,1.551853328810157
"AUT Prompt:rope
Response:floss your teeth
Score:
",30,rope,floss your teeth,3.0,uses,0.12344356387870345,0.6456280495737144,0.6809952227664803,0.712206643562269,0.7397506257398171,0.7672946079173651,0.7916020868738965,0.815909565830428,0.8373608407192071,0.8540671070592147,0.8688103353580248,0.20828500186828486,0.8818211886658222,0.28315730810491346,0.35802961434154207,0.4163402250689905,0.47465083579643885,0.5200631850923475,0.5654755343882562,0.6055517919809853,3.5,3.5526041501674266,3.5706459935999906,3.611373581897848,3.592333023720859,3.581838989861907,3.557831303287312,3.5769627153158,3.613417684889639,3.5916383045134412,3.574810753875175,3.6222000200137785,3.5855105771760845,3.5105621131444633,3.6129149406217413,3.583095097442776,3.5974568045146844,3.597678878456885,3.638019407521341,3.595794398094255
"AUT Prompt:brick
Response:set plants on
Score:
",27,brick,set plants on,2.7,uses,0.20628841841719164,0.9275931631541117,0.9592285167209729,0.9784163285901236,0.9846456990566512,0.9889270785919128,0.9932084581271743,0.9961510043801947,0.9973776401542261,0.9984601424254084,0.9994154473267675,0.3669460002190621,0.9996569862318974,0.4773642337479713,0.5748079828260962,0.6506972509135533,0.7265865190010105,0.7935585630276034,0.8457164433594065,0.8917456111976009,1.8,1.6886744392067754,1.7022399549519316,1.713962681721838,1.71830290340108,1.7156260736787274,1.7190072394840177,1.7168833525942435,1.7179694632395386,1.719142570170664,1.7200801361376068,1.6686529502657395,1.7203652304809502,1.6759037780682833,1.730845866331934,1.692260102199012,1.6826238765789945,1.7009692438730466,1.7317459736674532,1.7042988807276265
"AUT Prompt:lightbulb
Response:use the energy to power a remote-control car.
Score:
",36,lightbulb,use the energy to power a remote-control car.,3.6,uses,0.11195348572245425,0.6709226809039502,0.7072686562731128,0.7436146316422753,0.7799606070114378,0.8120358176961398,0.837016016894566,0.8564706155915799,0.8736392438333087,0.8908078720750375,0.9059591333199897,0.19914294807067495,0.9193300744389099,0.27608737853099596,0.343990600083365,0.41189382163573407,0.4718182043312153,0.5247012864492714,0.5775843685673275,0.6242535247356389,3.8,3.5382115194282573,3.5876370667293473,3.5540271311165004,3.5841293103426404,3.5650063242754286,3.5750039928754394,3.552856926690015,3.567539671037394,3.5623833524911115,3.5479608526383775,3.6686529502657392,3.532719076865826,3.593780464751659,3.5160487995999175,3.5958311217789665,3.609061335590501,3.547675855019396,3.552466604572798,3.496212246225172
"AUT Prompt:box
Response:shovel
Score:
",25,box,shovel,2.5,uses,0.1334489595119688,0.790883771854647,0.8206602595621939,0.8504367472697408,0.8802132349772878,0.9006782957387359,0.9187386520839904,0.9328040717482232,0.946869491412456,0.9565365035493789,0.9662035156863018,0.23737911367995432,0.9737321923084982,0.3413092678479398,0.4330273069863265,0.5044573876890759,0.5674942126606198,0.6305310376321638,0.6861608404183186,0.7417906432044734,2.2,2.2986713522572004,2.269692700707114,2.256748586763877,2.2785089591804337,2.2949025572709734,2.2832080975346316,2.2729062464805114,2.286677904380154,2.2948975536464498,2.2859439684317877,2.1124353001771596,2.278320873124309,2.1695495657579715,2.2183604873933036,2.2582400364008777,2.2406628536639355,2.1966079451503284,2.2455273515588265,2.2721106519907153
