prompt,completion,item,response,target,type,confidence_1,confidence_10,confidence_11,confidence_12,confidence_13,confidence_14,confidence_15,confidence_16,confidence_17,confidence_18,confidence_19,confidence_2,confidence_20,confidence_3,confidence_4,confidence_5,confidence_6,confidence_7,confidence_8,confidence_9,score_1,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_2,score_20,score_3,score_4,score_5,score_6,score_7,score_8,score_9
"AUT Prompt:rope
Response:jumping
Score:
",13,rope,jumping,1.3,uses,0.5741866277814001,0.9998683626381553,0.9999392228832269,0.9999879243699571,0.9999953929848399,0.9999981405347093,0.9999990325335536,0.9999996455947959,0.9999998446266409,0.9999998949498224,0.9999999295364056,0.7854181046608831,0.9999999564724636,0.9499253442639539,0.9695729321911131,0.9814897930832761,0.9920063859091415,0.9963903540346682,0.9982178638416815,0.9991960593516159,1.5,1.3593666563118763,1.359404968051581,1.359445906773736,1.3594514377125393,1.3594545714324198,1.3594554995986374,1.3594560762102212,1.3594564027307559,1.3594564651588632,1.359456445809174,1.4193175676906433,1.3594564846117407,1.3467005183673504,1.3477805879702454,1.350842936319299,1.3577248683468914,1.3596708125965815,1.3591954144156786,1.3591374631377007
"AUT Prompt:spoon
Response:make a dress
Score:
",41,spoon,make a dress,4.1,uses,0.22654089465570248,0.9464320329186218,0.9563855431793945,0.9651694851543704,0.9720104260429354,0.9780475351878584,0.9817092269802856,0.9849406586453221,0.9877923870806306,0.9900133154191558,0.9922342437576811,0.4029711208112602,0.994194206137292,0.5403751190986736,0.6348113950973688,0.7083584407955,0.7732634808183485,0.838168520841197,0.8887166168362722,0.9193755868473827,4.0,3.746942197909759,3.7485351354175047,3.739902581530453,3.7424369217884106,3.7464958043375827,3.7440844300573763,3.7475487189750574,3.7451018700077823,3.7427573597637323,3.7399756829010617,3.91243530017716,3.7391083113341117,3.8075632265448,3.7171804624801412,3.7050139146808707,3.7717422743735316,3.8049051576490616,3.759124058921983,3.757152413410229
"AUT Prompt:box
Response:stage
Score:
",23,box,stage,2.3,uses,0.2363345483540388,0.939976712177913,0.9517431153178634,0.9621269296434313,0.9725107439689992,0.9780687992583786,0.9836268545477581,0.9885318211250294,0.991902952066416,0.9937073884298272,0.9952997979314485,0.44489905525020734,0.9967050943842757,0.6073292565418449,0.7058481635404078,0.7585815344365882,0.7996503249845283,0.8407191155324684,0.8817879060804085,0.9228566966283486,2.5,2.8028092883660936,2.8064834580724494,2.7977794355290104,2.8042095408654144,2.8098683027364637,2.8143329995256754,2.809300010850375,2.813346783336503,2.812414615966432,2.813834690000379,2.7343953133131214,2.8145201549282497,2.7519412858633343,2.8144791758346224,2.8621336760257154,2.8538067438987307,2.8316384670389665,2.8022202501117777,2.8065716256640827
"AUT Prompt:box
Response:you could use it as a stepper in exercise
Score:
",22,box,you could use it as a stepper in exercise,2.2,uses,0.36092810341477677,0.9853773898759884,0.991988020005055,0.9965314352188152,0.997833145471685,0.9989819007379053,0.9994607731782982,0.9997512240826232,0.9999273914612375,0.9999778642602608,0.9999878029436687,0.5314184674121674,0.9999955431980895,0.701908831409558,0.8346868869524631,0.8900370153550636,0.9331437386981117,0.9490018159922843,0.9648598932864568,0.9757589797929801,3.2,3.254926329537948,3.2578923103323487,3.2553487514230937,3.2563201765250596,3.2554504642859388,3.2551364177802506,3.2553237655984977,3.2551730745113856,3.255220763626542,3.2552102759935284,3.1358357398350782,3.2552168149100673,3.2242895311140356,3.252240724264311,3.273867376002483,3.251976997241399,3.2494374204686505,3.2584862616550625,3.2544820220240753
"AUT Prompt:spoon
Response:It's a cleaning device that scoops up tiny stuff easily
Score:
",30,spoon,It's a cleaning device that scoops up tiny stuff easily,3.0,uses,0.2716902631392633,0.9724972970457788,0.9807016329143393,0.9863403849964012,0.9907318495334565,0.9937500560279654,0.9967682625224743,0.9985988972987377,0.9991233829434363,0.9994838563039173,0.9997024943397397,0.5114560788220569,0.999921132375562,0.6247134419670114,0.7246627141373324,0.8246119863076534,0.893306049493276,0.9185771830697985,0.9408788801758813,0.9605600587943791,3.5,3.3806022723682463,3.376581658626649,3.376143853388622,3.3731468146283334,3.3747469671979817,3.3772458269198116,3.375637656990489,3.375230489243718,3.3754918842622255,3.375737817674499,3.359362812012127,3.3755244674481393,3.2942121657050816,3.3088029771763723,3.344098280873943,3.379156524930215,3.363223250978957,3.371205886371554,3.3840894215042914
"AUT Prompt:box
Response:work hat
Score:
",23,box,work hat,2.3,uses,0.37261862331693857,0.9799088101982651,0.9867335572541959,0.9899573394943353,0.9916829057814265,0.9934084720685177,0.9951340383556089,0.9963200015645698,0.9975059647735307,0.9982252878210567,0.9988600881824561,0.5486312049407667,0.9994202975351506,0.6857099413398235,0.7924669685898478,0.8496098875001366,0.900038336443109,0.9393120519689724,0.9603337570445944,0.9730840631423344,1.5,1.6662194437361597,1.6664530871044374,1.6678649265669072,1.6667028159820663,1.665718444193871,1.666818290874858,1.6684052352856893,1.6697506204821664,1.6704209599604363,1.6701855482525958,1.6604106547702033,1.6707627945711183,1.6883156476910943,1.6225323040648787,1.6075652637877054,1.6407589219214147,1.6390547445914987,1.657900835455941,1.6610730572308776
"AUT Prompt:rope
Response:lasso something
Score:
",10,rope,lasso something,1.0,uses,0.3492148954495086,0.9657956599979658,0.972191753917586,0.9785878478372063,0.9849839417568266,0.9913800356764468,0.9940463243058332,0.9961228319782937,0.9977400177796596,0.9989994833481354,0.9994628148376409,0.5610244363679774,0.9997438395354313,0.7479457001663912,0.8362410531808417,0.8779488247073287,0.91043086983232,0.9327554311999311,0.9447049078086185,0.9552502839032921,2.0,2.152116617847886,2.1504579311125234,2.1540497626411437,2.1569455860964344,2.1565781898368033,2.155353529369558,2.1533620089767287,2.1521409229999255,2.1530837690906934,2.153569099059406,2.1887703343990728,2.1532448345882256,2.1915767724676276,2.1502317449474213,2.1193418840644975,2.129355109547714,2.150193117707361,2.143233780737729,2.1504840761891972
"AUT Prompt:box
Response:friend
Score:
",16,box,friend,1.6,uses,0.4047321858973069,0.9682885622548788,0.973383389090528,0.976473557772276,0.9792006220623825,0.9816072478515505,0.9837310876561715,0.9858549274607924,0.9877292095099562,0.9891889018375417,0.9904770757953625,0.719937929208331,0.9917652497531833,0.8513352451189609,0.874168674863555,0.8970021046081491,0.9171525356331364,0.9373029666581236,0.949524820881203,0.9617466751042825,1.2,1.2563223615265164,1.2612617042465406,1.269928772844229,1.2761394997074957,1.2798755784570417,1.2807826118735544,1.283193756122789,1.289297860507359,1.291379557022252,1.293861830676121,1.1124353001771594,1.2959479950813566,1.1722530530429112,1.1938739396099083,1.1914843532377921,1.2202332834983365,1.224097964343603,1.246956572477848,1.2539846354025004
"AUT Prompt:brick
Response:for home decorative accents
Score:
",23,brick,for home decorative accents,2.3,uses,0.36749403196945735,0.9901579629566055,0.9953999848371834,0.99758518466552,0.9983890747572165,0.999098505273157,0.9994782360645543,0.9997085544319737,0.9997833278582343,0.9998581012844949,0.9999240886015656,0.6536986718413387,0.9999515962078328,0.7730065399212624,0.816897451757861,0.8556310455052728,0.8943646392526846,0.9330982330000964,0.9672805095081574,0.9834270736271102,2.5,2.7029079363312376,2.704999121099234,2.706521513196283,2.7061941872821853,2.7056927395230366,2.7060325128082563,2.7061693543120566,2.7061015822403425,2.7060562555165726,2.706128447409485,2.63134704973426,2.7061640404415517,2.6882459183545175,2.71574184606391,2.7014485166449487,2.701385783557347,2.7096304057204557,2.7057562277491325,2.6974523833880126
"AUT Prompt:table
Response:storing stuff on
Score:
",17,table,storing stuff on,1.7,uses,0.8325055920274567,0.9993565481551038,0.9996730077458179,0.9999522823544164,0.9999951105027586,0.9999978484146815,0.9999989897461754,0.9999998786160366,0.9999998884904888,0.9999998937759023,0.9999998959791904,0.8928120972558414,,0.929389841656977,0.9616695877945103,0.9838551112369311,0.9943348104661824,0.9966731474335127,0.9982802613613593,0.9989502061191748,1.5,1.4989808077603186,1.498854505157219,1.4990503266350015,1.499076064322603,1.4990782571865142,1.4990793995711764,1.4990802003724428,1.4990802112434238,1.4990802075484955,1.499080206228549,1.4797359919023017,,1.4923405357697013,1.495954271941422,1.4937905430292648,1.499125690506973,1.4995969702087328,1.4987926777868457,1.4990617469963694
"AUT Prompt:bottle
Response:jewish wedding
Score:
",30,bottle,jewish wedding,3.0,uses,0.2894476000228641,0.9384734889065677,0.9483778411291778,0.9560913583959616,0.9620986516835677,0.9674000694027972,0.9715288176739219,0.9751724252347408,0.9788160327955597,0.9820315051822163,0.9852469775688728,0.4883818322903562,0.9877511899815454,0.6090415434269845,0.7030114209453601,0.7675959102930404,0.8178943611712807,0.8570668341025328,0.8916364201309417,0.9221439727246442,1.5,1.5905074339910907,1.603138729098237,1.609567615959681,1.6213713761577084,1.6300223676380863,1.6400941646596567,1.6403179951833005,1.6442626234233861,1.6424805406414469,1.646584607123567,1.3777999799862208,1.6472270826567177,1.3029524807564308,1.3961251776092416,1.4890037231458526,1.5081292137926676,1.5763155741373978,1.5694796528238695,1.590339337669003
"AUT Prompt:book
Response:use as a pillow
Score:
",35,book,use as a pillow,3.5,uses,0.5123617809762935,0.9817652110585089,0.9861980103510835,0.990630809643658,0.9936774250724767,0.995771331193303,0.9976191968592351,0.9988892151200761,0.9993015296820483,0.9995516111053304,0.9997032931559756,0.6591558889538317,0.9998371520958477,0.7481910161073755,0.8175316428554175,0.8715341772654546,0.9042883700873285,0.9370425629092025,0.9569089850898086,0.972380974882488,2.5,2.4243011468458047,2.420146563864639,2.422293775471156,2.4213056226116993,2.4202094221088193,2.421653809145515,2.4206091333937816,2.420311808081688,2.420481861722275,2.4206456538454417,2.4331899583524073,2.4205090090479144,2.4292403357312997,2.3928334343406803,2.418062538426563,2.4391408719064103,2.4167997913755874,2.422679321188592,2.42550075003538
"AUT Prompt:spoon
Response:nails
Score:
",41,spoon,nails,4.1,uses,0.6401209411078987,0.9905680497664301,0.9931840773533084,0.9949820450667913,0.9965687460048871,0.9976592685482879,0.9986216513150378,0.999371155767397,0.999585892452687,0.9997161368360805,0.9998310771010043,0.7829512363531824,0.999946017365928,0.8504194972920042,0.8967897096939281,0.9216098958249109,0.9435136332070764,0.9605722759149037,0.977630918622731,0.9867617520871177,1.5,1.5150431113564045,1.5160570803309517,1.5153052504852673,1.5162361804499829,1.515999816756572,1.5168517375426245,1.5174390799991104,1.5177575721067973,1.517924624401172,1.5180605154131068,1.4452723406208963,1.5181848805376537,1.4892818095855056,1.5053480827941699,1.5025109181376934,1.4908450907503925,1.4927835545634573,1.5051237459690212,1.514329665608707
"AUT Prompt:paperclip
Response:for decoration
Score:
",20,paperclip,for decoration,2.0,uses,0.844711635187998,0.9994162743858791,0.9996369625224036,0.9998317191193237,0.9999129057476615,0.9999512555954181,0.9999811224868816,0.9999992376722646,0.9999995304769655,0.9999996687881127,0.9999997526780641,0.8987122417419691,0.9999998365680154,0.9407679564125326,0.9632787583244855,0.9831444712864793,0.9914257325141695,0.995858372228842,0.997297439649121,0.9987365070694,1.5,1.5372316093490166,1.5371792361337848,1.5372888676393177,1.5372533625382543,1.5372902855250181,1.5373130657233118,1.537328693468967,1.5373290046242671,1.5373291654346797,1.5373292713601008,1.5300433242398601,1.5373293940634971,1.5421113595633378,1.543464155632555,1.5365240155739923,1.5353836467094941,1.5361163663467725,1.5366414384678313,1.5375972638402964
"AUT Prompt:spoon
Response:a wire
Score:
",36,spoon,a wire,3.6,uses,0.3935132261998337,0.9851900771430844,0.990143677608767,0.9950972780744496,0.9981017886328528,0.9985084049202617,0.9988672425344405,0.9991839154908149,0.999401561418614,0.9996192073464132,0.9998112792035562,0.663970647629426,0.9999608649163051,0.7767140745636074,0.8542014231496237,0.9225837682662757,0.9548853008973751,0.9683505830286864,0.9739637477334857,0.979576912438285,1.5,1.7972001056703288,1.7967138222151078,1.7982235827024617,1.7997340424179917,1.7994083717620013,1.799695979942123,1.8000130078950285,1.7999041169354622,1.8001000937655773,1.8003306042710796,1.7036667000229653,1.8002258407185492,1.7176498976023211,1.7886193826182406,1.8191111084860883,1.7981680301349547,1.795412428515108,1.7960151894147673,1.7937459459734797
"AUT Prompt:spoon
Response:you can use the spoon to dig out dirt in your backyard
Score:
",24,spoon,you can use the spoon to dig out dirt in your backyard,2.4,uses,0.29109680613543704,0.9896168335757843,0.9928506269874363,0.9960844203990883,0.9974324660518926,0.9981540228937215,0.9988755797355503,0.9995123514135029,0.9996947896267163,0.9998368726500291,0.9999345247886502,0.5479888359022287,0.9999662277963963,0.774695256470092,0.8396477334417884,0.8902327733697731,0.9249993289794902,0.948894009910539,0.9699809918204366,0.9827708928695952,2.8,2.76216091153037,2.7632612802956156,2.765328455963215,2.7646995572422113,2.7653033886506218,2.7656896369542636,2.7652018296007816,2.7650804343164626,2.764943290398691,2.765044372518351,2.6593628120121267,2.7650740144249233,2.759046703137146,2.7544790380640216,2.7797945469089473,2.7655197817045827,2.7613517267581917,2.7643658823492228,2.7570211554722484
"AUT Prompt:box
Response:put a brick into it
Score:
",10,box,put a brick into it,1.0,uses,0.9750108664202356,0.9999996469999919,0.9999997224114205,0.9999997978228492,0.9999998334446858,0.9999998382655771,0.9999998425199988,0.9999998447972267,0.9999998451252925,0.9999998454334817,,0.9928688127014365,,0.9994383839998343,0.9999142821485094,0.9999786879399304,0.999997140508118,0.9999990853944962,0.9999993176780493,0.9999995226675654,1.0,1.004498997307098,1.0044990497558366,1.0044991248280006,1.0044991068568123,1.0044991111739254,1.0044991098784575,1.004499108957321,1.0044991093167173,1.0044991096851577,,1.0035972418617143,,1.0042309225398738,1.0044668783516326,1.004492353518294,1.0044978064088832,1.004498964594047,1.0044989403206397,1.0044988984004808
"AUT Prompt:brick
Response:place under tires on a hill
Score:
",17,brick,place under tires on a hill,1.7,uses,0.4365532796925583,0.9876615527125773,0.9906030251322018,0.9931988654315584,0.995489686455345,0.9975113289132123,0.9987375170468855,0.9992486683087944,0.9994901190683115,0.9996560655866836,0.9997853048651397,0.6427664578193748,0.9998636924499625,0.7186280465508551,0.785575663631533,0.8446567283406508,0.9037377930497685,0.9395722702043146,0.964200922163714,0.9833817355956874,2.5,2.6091963242026965,2.6073873915219794,2.6052771910364054,2.6064156472425726,2.6082266623306802,2.609198752649345,2.6089382793625315,2.6087670183538063,2.608931566609814,2.609020898974733,2.596246393515807,2.6089339536536404,2.5755297470303447,2.6117035661461054,2.617879622225543,2.5905611088346023,2.5909211000141603,2.5988159240915563,2.610541990562872
"AUT Prompt:knife
Response:shaving the body
Score:
",13,knife,shaving the body,1.3,uses,0.3686415560012661,0.9596337360887145,0.973927520396517,0.9825971388225185,0.9872376511659346,0.9900522641789915,0.9928668771920484,0.9956814902051052,0.9968547954703415,0.9977685665296893,0.998682337589037,0.5427754970066678,0.9993939832056051,0.648393071123035,0.741600253139228,0.798133266737465,0.8421612219971584,0.8810157561409709,0.9198702902847835,0.9434367565118572,1.5,1.5684827869135731,1.5704129907914297,1.5777325753259672,1.5764270928593629,1.575072661438061,1.577127710274424,1.5786057764685897,1.580043366255899,1.5813437833275223,1.5822758300206354,1.403753609752618,1.5830717358590383,1.4682986895108106,1.5351249623110574,1.5255538522594512,1.5608137099234909,1.5360807181595455,1.5387806139437101,1.562791279250049
"AUT Prompt:brick
Response:display item
Score:
",17,brick,display item,1.7,uses,0.7763753556595419,0.999037304348049,0.9995238795941761,0.9997537214658382,0.999893127607887,0.9999589784066375,0.9999803570309294,0.9999992236006484,0.9999995691539264,0.9999996681565981,0.9999997671592699,0.8485895106355367,0.9999998272074256,0.9048299510796812,0.943483402831424,0.9669279064225789,0.9876176082244066,0.993545308221777,0.9960163412147292,0.997714655698324,1.5,1.5205812045959657,1.5203764627110337,1.520325798494865,1.5204066172762387,1.5204711269292306,1.520489930415918,1.520504637108411,1.520505010131733,1.5205051368051974,1.5205052535783674,1.5255297128013914,1.5205052103133483,1.5052961491314882,1.509176059174701,1.5210767640430478,1.5185403145890077,1.5196229411867408,1.5205666247621965,1.5196805138551748
"AUT Prompt:rope
Response:floss your teeth
Score:
",30,rope,floss your teeth,3.0,uses,0.3234434781791351,0.9249428168025088,0.9391539300130781,0.9516951934036846,0.9627628195003923,0.9703694802583267,0.9749831532260469,0.9795968261937671,0.9836683782973185,0.9872615104174143,0.9897310316008356,0.4762273589731768,0.991910376396072,0.6110586740219035,0.7037267913001812,0.7599328456073027,0.8095345144398389,0.8436252096385815,0.877715904837324,0.9042657649535532,2.5,2.7601668471391982,2.7456377701373693,2.735811893392281,2.743447196161481,2.7462421894874955,2.7502822175826562,2.7552261439276324,2.7603784510709297,2.755791311545856,2.7546540467101144,2.6604106504123033,2.753215694089425,2.691211318779922,2.75820960527979,2.8130738099935977,2.775509649910509,2.760335393768057,2.7657600004031475,2.7638292419031436
"AUT Prompt:brick
Response:set plants on
Score:
",27,brick,set plants on,2.7,uses,0.284798177127575,0.9839824009781901,0.9891986589384989,0.9938019904315536,0.9973870686030819,0.9982935183188996,0.9989994620673932,0.9993329262822982,0.9995926284739926,0.9997316370401084,0.9998543116691383,0.5361316863043989,0.9999287175928138,0.7088705125625424,0.8433996457192199,0.8819428876860512,0.9159571793373484,0.9393348373149543,0.9554020429726002,0.9714692486302462,1.8,1.898084486268026,1.8970399440327808,1.8979800633185757,1.8994251120312429,1.9000612334689315,1.9006971758997162,1.900396625133571,1.9006043685112468,1.9007572349452626,1.9006589880350944,1.8937581253252487,1.9007333502268726,1.9683836895784135,1.8936726649016404,1.920170776643451,1.908281157324291,1.908075060354504,1.8961672067975153,1.9045001366528496
"AUT Prompt:lightbulb
Response:use the energy to power a remote-control car.
Score:
",36,lightbulb,use the energy to power a remote-control car.,3.6,uses,0.2739952523319068,0.9441556970828083,0.9547796470040257,0.9654035969252431,0.972705323804508,0.979149075158978,0.984835665770323,0.990522256381668,0.9955406549824467,0.9982268101863772,0.9986387454286162,0.487382969405843,0.9990506806708552,0.6756969687731897,0.8051231745272369,0.8590760440571952,0.8815669462169047,0.9014150977091815,0.9168728536338865,0.9305142753583474,4.0,4.10004669583286,4.090031766154278,4.0879405289002495,4.091784363525609,4.087231750912719,4.080953909764205,4.086230155537036,4.087307743160377,4.088956453130218,4.088424762775537,4.218911749557101,4.088099674217044,4.213641121807212,4.147146947209902,4.106503938885948,4.093581799981038,4.084915569283905,4.085169880933932,4.0897853183747905
"AUT Prompt:box
Response:shovel
Score:
",25,box,shovel,2.5,uses,0.48714337242330363,0.9981604339917608,0.9988928242839832,0.9996252145762056,0.9997886331028187,0.9999009489041157,0.9999477690958862,0.9999698853884715,0.9999791048308665,0.9999846967053445,0.9999885399407216,0.8665310123346175,0.9999919315840378,0.9178755460384852,0.9531640935776752,0.9678745458342922,0.9793310575710801,0.9894413936932195,0.9963901193149389,0.9973305270650878,1.2,1.3358612608919729,1.3362748885865012,1.3362483112494503,1.3364385300417254,1.3365242985555286,1.3365740932926378,1.3365954013435588,1.3366107373268836,1.336618920541183,1.336623776067687,1.3313470497342605,1.3366284001908535,1.335187389237805,1.3227779036105631,1.3300310676646796,1.327340094468075,1.3301261950997343,1.3347978284100177,1.3351421866174669
